id,cc_cons
6023,5868.98563437363
17266,7493.496203417357
19131,1754.9726761225954
31503,10269.329755382474
1337,6742.269756693414
21281,7285.625758960307
32933,3683.543639345652
4650,3156.1825829106874
28357,33914.72463725633
32764,1204.657814429321
46028,3716.571945565065
1228,6108.464222054043
34211,9163.017568388956
35195,4758.97442491127
19995,7466.387972939647
15691,5814.961766941826
33450,4051.192151407694
45389,6922.353094365058
35560,13016.556818330746
46012,6184.321917922791
13108,14453.704101445446
26849,9099.854326918121
13047,3004.140028580555
33233,4257.219096690841
46211,16797.00694095315
6624,3659.451083456594
36355,5756.482808434279
36856,4956.042948191991
33234,6480.773064032938
31069,7463.507295819209
26844,9541.662681430931
23253,9564.595280620742
44965,8664.286572928404
13042,9705.755632217759
9988,2846.0073252015586
22827,4269.782931766583
2521,12879.517054707756
17211,9020.577921292548
16912,15130.393572406208
29291,10255.245432834496
38895,4852.687447424265
45744,13352.15280115457
42705,6070.450310635765
1427,2667.554906019004
32682,4700.907932294772
4771,4909.698185087662
46180,5983.31503403379
26801,9611.744288254413
39359,3759.6974553828354
33709,11579.118508751235
12042,2531.8468809955702
22838,8068.853526858553
7529,9988.32545611243
13296,21443.704544784916
35618,3605.1726263804526
10447,6183.613064230043
10,8035.260830208071
45014,7541.301575628451
25003,4014.832888191432
16307,3229.21890672541
17853,4136.2104748530855
7595,5168.690227935064
3520,3996.8570621484687
44558,5162.48871589428
46301,4845.862081366537
22510,3878.3986140406423
40911,2597.022426683823
42100,7474.725113621877
2569,8333.425997696748
7915,10542.78214031292
32458,6891.394682339063
23350,3181.0685425576858
24797,3439.4212741163956
46443,6214.44051130726
26812,4474.033743359124
9726,2452.648604895065
3859,5126.979069062345
36311,4293.321099955315
4975,3851.015661728297
5500,5994.9046024001345
21488,7569.91187343825
27669,9758.69064321901
1266,5852.643606436703
27620,7441.278740445505
6722,2632.6756553760974
40624,6502.358034960925
32921,9171.625573419933
8472,2868.6648465293943
40638,4473.157834616506
4869,15626.01004590435
14659,3863.818130558877
24888,4931.470656136814
44115,2669.513946644882
10689,5935.080186079962
39086,9011.268986333813
16735,6428.75551146974
23117,2766.543036915744
45868,5442.572370061977
9305,8648.244086004215
32812,6489.42873412924
39541,6296.7996888733
16297,4711.224267711887
2041,9461.02061116227
45561,6299.469400792865
992,3408.6268931676877
12797,3283.832662434848
22251,10355.169494347761
44026,8371.575806279683
32438,4714.675496450343
24423,3862.2049435967665
39098,3972.5721453061324
42837,6269.897102328976
7900,2406.8067984859945
4487,2016.8607551951122
7575,12349.38236565501
45234,3041.3910892907966
36731,5108.925777363469
40043,15230.30944399898
32878,2371.108591355858
5977,2700.198227128264
14022,5651.182994132588
1923,4230.90141473263
33070,913.9086976298186
15593,2378.4881002045695
34389,9591.15909470484
32212,8624.016045843477
44292,14206.105030666984
32304,5851.480317551205
30061,3075.851970984657
25782,3842.673054619121
832,10477.249863449772
40517,4498.217637197204
30503,1655.3018942845324
13209,34022.41000610259
44530,2590.7269302680284
24637,4115.054634921491
18401,3842.8009399820785
6728,3947.131660366067
14705,3531.289043729936
8777,1639.4502929656212
25659,12269.223491358502
2871,4221.788292170094
19124,4973.220900162956
33704,7493.311724749257
4286,4088.080690101443
42808,1629.4622852427567
22198,6393.292596111619
5953,3449.383182751996
12452,2246.0954240722804
11088,9237.814056175084
35742,18811.2504445816
7853,5238.625537198758
37453,4750.95480228049
9945,4105.1181612347455
8761,10564.533467029998
7030,4443.351411125698
3255,12640.331482504875
16560,3517.061396974346
2530,6346.328617426423
11596,9787.244059385983
18769,6131.2410533915345
33689,3576.411648145794
41196,6789.826303173199
40770,6585.391645070073
12420,3122.6890929220817
25559,5144.284599991942
3298,13475.000871042887
5204,1724.4977591442325
20490,5292.655625328448
41382,6129.308815535602
20451,4125.914331302646
28236,9884.421902674183
38043,9535.654900626567
29763,2837.5461315912366
21188,3496.599791331984
34957,6424.87265716973
4679,5021.858853728594
28971,5896.102595851374
46132,19770.92635068568
25284,1924.775264704521
24822,5708.281357070557
16166,19115.902401976156
26004,4761.756789774154
25200,9604.099439481155
20567,3907.0273979245426
29350,6362.912776595054
19282,5741.557954509181
35613,10403.229826303324
14894,1975.8356580260279
17055,8605.639896552006
2899,4463.366134990725
19099,4652.56046214368
23374,3465.7867170044415
17906,3082.3517109889476
41710,4065.8653725052327
42916,2265.8551087180963
9679,6247.110185353859
46683,3510.5504640322833
43085,5299.395033637151
16775,8149.458868663645
2251,8977.151923396324
22619,2338.5875985624843
1785,16367.483066773111
39536,4150.405401417441
17087,16559.653062913105
10673,4157.864631225188
31558,7302.186289517066
20718,3813.2876178241772
16408,10563.254572227032
16436,17293.52197773385
15145,9931.651628874923
3399,6849.691709401024
4126,2623.1061748969532
35977,6512.013189414834
39704,3174.4605729950017
2105,1245.7876004021982
21555,7483.956022525923
5235,9089.742536184593
38613,4512.979374253186
23402,2933.6703765066013
6981,6111.8687099592535
4364,7605.783342663148
38853,5123.1506892669795
9426,2389.382256336085
36964,2684.226182907347
17339,2517.148625226722
38156,3375.773529071552
8595,3596.2440216418668
23589,4407.785075088316
40975,2216.073154064832
38738,12473.56641142574
7761,13075.29729182103
17540,10305.473061431749
6256,18771.004925591107
17386,3627.042864333146
33024,5150.3152829954315
32369,5707.633837326003
28472,11926.953734926057
34541,5738.946147284863
6475,4914.319922403175
45460,6068.299918675584
31738,3021.911991795304
12119,5556.169505912488
11800,12538.047454971238
19199,7014.1869094129925
4974,21091.97211496433
6636,2942.5743494204253
22353,18890.798369987406
16559,9856.941524125377
40758,9625.555102254191
46417,8960.555801573539
10604,2988.6481733600776
5106,1656.0863090787643
15975,2447.97223963916
10444,6079.843917512473
24669,17276.903900992438
39810,2620.491012866796
41848,4609.484738432549
27520,5062.8153982698705
440,4136.796791788682
15815,5038.5425115243315
17919,7621.3944545713675
37428,9536.627935334796
19378,5637.55738746568
8532,6710.456615028477
26813,2741.4675304933726
38843,22932.24488241584
14509,4529.1079569565445
29172,16620.44957927885
14643,8911.03626966705
44799,2820.0961831981613
26721,11228.757569933441
40303,11656.909694930195
42901,16868.08796041798
7830,3537.7170918147317
45542,5698.954905035425
37693,4396.687965498501
28347,1821.5451361248
10011,3189.4430231294314
30873,559.1396309844299
46002,4187.581055799855
10494,6541.231833149139
46646,5518.2530005038425
13624,18625.125055635093
10730,2797.497407578524
44446,2805.5453381014145
21026,8674.535711673227
19630,3334.493444076981
40599,6908.196150003024
4540,4578.738542317741
9060,3037.3948020868347
30645,3837.30594970686
41371,9325.627913512568
26493,9878.494929751527
38033,3764.6584231303023
26773,5774.429017484618
32636,9092.592247618933
40173,7820.409359825571
24215,7587.965376559065
29702,6735.0330349421965
38671,9619.436479356329
9101,4062.6127245498883
23614,2081.061034368952
31354,4083.8332441306034
44054,5402.244434767924
28585,1065.81170318389
44804,4099.967428794177
20539,5108.314169572217
33325,6494.885409449529
18130,7450.449498082552
42036,14696.254483768447
8380,5618.976439686034
21129,89.3620577127762
30953,7834.952053099368
2015,8441.033480538077
40200,16947.829102606276
4499,5757.913500719413
196,7173.005983887704
44458,8754.17811686345
23643,7360.75640327285
15617,16875.736560453308
5255,1676.710060089423
19971,4126.177534049915
41511,9788.027550994326
24664,1763.5112056444068
8705,6056.572840469812
36488,3001.238743850748
5330,3091.43359409624
24956,1463.1941077042202
4735,2951.4903492250214
19158,3720.438916521584
23902,4796.945446139609
43434,4747.046112767051
27290,13661.659448742992
28566,11585.775701853943
32346,1385.0806787496158
38491,2072.5601052438783
30383,12530.122176067234
9014,8826.290229649645
19494,3862.3179685032937
31420,3058.306858074984
42254,8208.640140023837
15460,10401.194457123605
21029,11677.755498165308
15771,5943.066796908517
31844,11924.679306403
24175,3167.341458993307
7921,3010.669128259891
41071,7088.132425483736
19288,3724.639119230167
35184,3605.3459180480295
25275,3453.618678166869
39031,9466.207171282535
2814,13076.38655099499
948,4883.742222090851
5824,4113.576434177143
18140,3941.997604816852
8769,2811.9713336777813
11256,4969.734518580641
16474,8235.814774177079
33660,13755.682056142603
42442,7145.316600952692
46858,7493.098711172075
44975,4732.196287107101
4913,7178.878018301593
35580,3763.98051315042
29539,4719.504234423224
6396,11333.706196637702
27195,3755.087822077854
1212,6767.902769831418
4606,8307.83913273497
10189,8414.22723907301
19168,3729.1671209688284
2219,8554.105554837293
6175,5323.32209965115
12346,8495.959367631121
9090,8736.356804546478
7712,8624.369616469581
13111,6907.337434279529
26396,16533.120105796435
21186,2739.0224136821953
32108,4996.564036249508
18225,5414.087721292002
844,2189.800828304576
45450,4277.208176875461
19317,2344.219010968623
4216,12827.144638883114
37432,4751.27360394288
45671,3402.5717645493232
14547,3753.772581801223
25020,9757.618472235925
29251,10579.099880150796
12590,3956.78367250958
2566,4726.052944572184
16075,1932.4531605675174
18848,9101.458264802994
9311,22721.01460115763
8477,2922.1915093595385
46208,3730.4378110457515
41115,3986.2529029689968
37322,11796.882925058124
7935,15718.335010601948
33583,3335.5217410423656
19447,2828.1827267742865
11666,11388.584149515182
37307,8975.018097653601
18679,3254.225061468615
44346,8000.5515916771365
26363,4989.202183952861
20794,2657.635737705785
46295,7419.215527015091
29804,5630.649654996193
13869,2667.500311244961
18635,6861.531483430142
16906,8892.64683168015
27735,8192.449569177985
2886,2399.802750809183
32139,3625.843464329813
15792,7817.508920884649
22104,16402.002830370908
35498,7247.5221653997805
12291,5367.36409224635
12834,1489.0706698405265
3259,4598.008416936029
14054,5427.685473452562
11960,4288.370331932072
28239,7900.836442633428
41525,8242.509487146719
19528,3394.410658784173
24429,12909.248813839713
45539,12626.105749387092
44141,5639.991614179966
31954,5461.183948281317
21663,4667.210088652554
12281,5655.727269077754
4888,33052.34539752645
5404,25103.398950104292
37159,11583.483369225267
42596,2062.4110771678384
9128,5077.817936551718
28112,633.7347327327353
23617,15524.652560948545
45876,1722.8413470224712
35264,6348.646235211515
16146,6453.768518401215
22130,3917.254272322336
9956,2890.071942458251
27273,5674.3791101113675
21842,6932.126931523717
16518,7180.245396615426
15828,7770.457645341259
6309,3212.984797983817
35093,15287.740516894284
21873,12245.008672144204
33972,11649.11340381939
5556,6917.959950548894
39852,14056.162357824829
6423,17492.294561452338
8075,4675.596355017361
2039,3141.437042221045
29971,3752.0011365413457
21717,6215.643032782293
42886,5707.935238373604
31494,3337.253710627244
1851,6927.012304154008
6130,10585.286184404145
34700,4041.116903994016
38127,10273.079804306111
30477,8526.917706764336
3997,10864.241399284507
30181,7706.2115462418205
31925,6490.0798081561115
46155,3449.8751986457537
4011,6503.6947777266505
14653,3677.652877418564
9238,4654.958608812385
9265,6074.124554812688
21561,5182.22174472414
38789,1316.6404872545522
26134,5787.5476743910185
5763,4623.514161715692
2885,3483.3160988156524
753,19061.585828847852
21455,16590.60346651467
17799,6908.003570047163
17427,2232.6472902531127
27803,6181.595547843222
28714,10018.92453863636
29855,4235.373925683736
25812,5379.803443669942
13985,5216.8851835788955
46722,9516.884948701701
3002,9613.926080111802
33718,6147.316300740142
20689,4239.888485974903
32455,2214.0265943819472
22084,9754.125336507264
40269,6607.389533974371
7194,3157.736240085561
9296,19276.200498744965
21459,4966.253327509071
9091,1627.4110419192248
16804,3412.109376546924
13889,3491.7628555757374
2914,3808.1758412554454
40806,4622.654741347876
10694,4579.299669063784
22907,4455.552102869672
14429,1558.9495818556215
39364,2940.179959953931
23945,6468.629674774003
44282,4580.123513112451
23874,3557.763675726593
9283,3863.812295947213
41681,12537.904247988265
15725,7769.281212347969
10833,5386.9482100083005
39908,4681.771434817531
6756,7486.362283792891
23871,600.460798501399
39256,3367.6020358742976
19362,5119.359802519797
18921,8609.780042018774
1944,4907.212586687478
29355,6069.819982048761
6289,16650.51200352205
2918,2238.2839583401374
41615,3208.256906670754
42001,4548.10234452723
23598,3883.988270577067
12208,10487.367409511491
29863,11304.750912432653
24900,1586.2011048915392
34133,5121.73298390702
15922,4055.529556370047
17388,1843.4242863172656
30714,13694.347763721511
34220,3007.969876197885
30186,8174.0570874936575
37616,4555.506015910705
8409,3110.001171094644
37708,16294.03451224276
33802,3847.9893238871828
85,6673.845621299251
34739,6987.434273111449
33882,7377.81732501837
6103,7137.90075132906
10483,11488.95416022703
113,5296.528731828977
37206,8693.877722873967
18961,5254.727768994466
14828,5098.762329803782
10169,8181.1370418246315
30269,5400.7661547104835
43046,10186.549510654291
40789,7481.839154190491
29016,3682.4672774246837
43677,3919.7383966124985
14269,12073.262724814715
45106,3880.129233207652
32321,3345.0058443956477
34488,7222.8313920343635
44813,10148.434319242566
33429,8050.098928323083
391,11934.045869331942
10633,2955.7970169725404
271,4271.3894389497145
20338,5421.1655580317865
7942,2977.7992368615387
18874,5498.533242933725
45262,2751.409844558001
4317,3567.413259662513
1406,4317.717130284309
8948,19309.502427746254
22463,4848.328117415448
22337,3469.7344562890066
2479,4759.559259287304
19912,1657.011946581629
38314,6052.222679388646
31947,6243.753388334688
10047,5733.349273285251
1630,8528.902698900027
36160,7721.588858902002
30246,2795.537026871158
20839,10787.51037245639
46372,4408.454836473055
21158,4884.057267186053
46678,2747.8179282067204
9367,5259.715050621453
16685,2937.391952941829
14662,6382.587863230922
14555,9320.699479956296
8261,6862.259949970381
13342,9237.804693738017
24546,2407.2500745494103
15233,2109.438942012042
17077,10065.200713446493
4496,14275.30953965852
25032,12500.063617208329
32780,8720.901832817959
1537,4555.763355588241
12742,3087.695694875805
9889,5160.256485714548
34010,6315.038334085577
530,2579.114168628956
5494,8275.24954991551
21423,3781.1913220745573
32407,5646.357807386357
13988,9550.492375580725
24743,18053.21406368811
1618,9248.33065265118
21426,7484.150449206099
378,11832.84129851407
45,4445.080864636388
4035,7273.281770342379
27131,3628.1856957170717
14975,11618.033547025092
43535,4842.139317920784
24001,11254.0633413586
42767,8583.403656429133
36414,3220.0099963724097
31531,6027.0629809508555
14267,4963.966134054263
28428,7528.273666842236
8032,2115.9438350290743
35179,2590.653462453808
35637,4217.3969934925435
2904,3122.3174606992015
18468,5843.614328518792
41959,4352.276833254751
1829,4429.457609382966
10613,2876.1371781546777
8555,6466.986898247589
16244,9957.783395158973
36492,3957.5579428551127
3504,2864.663534172688
26076,6471.472168281765
20956,6056.831238104027
28593,4520.38530419071
36187,2564.796901294835
40025,4313.9468762382785
34412,8037.28853927911
43663,13650.708600747656
45933,3730.2512240398296
8004,9023.681417633865
6804,6471.20752849758
38539,4900.043967945271
23110,6862.17459611403
17654,2112.0957361351975
2582,7996.751613073942
45381,20688.266387572792
46514,6757.143975078675
18345,4038.4728562777555
39462,2472.48553335577
9407,3148.412363652269
16587,3010.9697095275883
9590,5584.24724184194
38463,4996.340349185921
11143,8756.550288308672
10134,3275.867508077841
28606,8366.21992502925
29841,4507.0319141644495
35531,8864.24629293406
44121,3613.5392879433125
21623,4205.262113892222
5620,8231.823170199574
21399,1853.639930193664
26852,9426.113168231808
29996,4678.429188115188
30077,12539.130144902258
35593,15171.78772035589
44737,5614.87230295596
13061,5647.400991154251
6929,5201.893735454287
1113,16554.14282606671
12904,7052.43243680606
31275,18435.78928352158
3367,3836.693668718667
34177,11715.563724965326
28703,11471.992051338922
6394,8895.23072428663
45445,10579.804007430917
19524,1800.6585776012867
42358,8468.023745655095
22060,3731.5087420750847
42923,14514.260097015687
31452,3809.6417068069745
20474,6330.277975125604
12879,5811.824905810304
37328,7676.498989972312
26329,5841.704134253961
6294,18503.838924347998
29577,2078.6535930638615
25694,8353.241450103073
41652,4225.500590786784
27187,12039.731251524201
41654,10030.305287299798
22889,3507.0926058424493
23403,11192.074305602822
42566,4407.180820575559
35240,5576.580854560145
835,17702.968408541827
9830,3628.765945237889
13066,7991.208507534458
8735,6198.163948589414
4563,3296.059383649106
33694,4678.05857783124
26656,8338.532432936963
43462,10001.034460950741
41343,4688.347100530322
22677,5400.256244405158
24558,7433.067529957023
30633,3178.661593761173
18728,5685.873423206346
14874,3952.2347120288296
15143,10803.900877919888
17702,9712.973294596066
30353,15999.600611828546
5628,4375.31100503771
16754,7803.046940192107
9592,7068.14964330216
15372,22830.61928535362
30126,7913.306153414829
7035,2988.8563770491737
28990,3254.764135882522
32535,2931.555699097467
31491,10743.81540118971
36112,5261.495078390395
11868,2937.4571203119112
33363,7965.324622252414
16435,5014.2346523113965
8194,6933.567916682847
40066,2941.5011991310867
22124,5860.200529523898
27531,4182.828118378267
8806,5326.960848572252
13375,4372.3200894450965
3963,10366.41187301166
665,5409.039735226005
38015,3686.515089272367
17885,9048.738604216605
4145,4046.070914180568
45635,8787.544209785601
29787,25612.98047144559
31909,6488.693564535813
22486,3717.107179405291
39294,10393.652397570848
20950,2454.33854234847
36156,7626.284768745772
29532,10129.316541115746
7017,3014.0446910950186
9300,4393.096284231886
510,7073.897415527967
17652,5877.794560146771
23544,8803.001434855105
7919,6973.553705090856
26357,7604.000490705299
21408,11234.16040830198
35228,7363.437342919008
3197,7047.619254283508
37803,6627.906854710462
44237,7959.249647896497
40357,8329.678002677496
21923,2709.488207378324
18896,4585.928624410937
38319,2473.540087879432
19277,3682.2466884515047
25530,3596.8400395816484
27115,8007.093832912347
25452,8512.063404032864
10507,4187.194142392086
11443,4369.459365308067
31155,3434.077650508979
44014,6033.905607036004
20638,5976.622812878518
40302,10933.052691902885
23160,24670.019152954847
26916,3659.2933537054787
34257,5391.88077966909
36683,3546.4211931525106
11354,7172.886653145545
21833,1437.9876529825813
43601,5609.622111501544
25840,9283.902602115219
22497,4400.781979217087
38179,2711.1854396641024
35332,13299.197692038313
19155,2946.0103774722
19711,7590.6947117731
28861,2743.0603996394666
36581,8949.535648736975
42847,2533.685440145219
33210,6430.102736059902
29361,30301.16447276239
24490,16112.554657271434
42430,6414.609296822913
42278,2545.1733619896872
37938,9328.307787587515
27947,7115.235323588549
20595,5667.036998135431
12069,7898.957457950152
1900,8324.900790314134
14706,6932.970831755525
46507,3796.2296163391534
9651,4669.044661493239
3015,10031.099867771578
6214,4687.823989068347
46606,6882.922058420865
20498,22775.338609923823
7822,4934.000569372227
16684,3622.417847140969
31863,9317.559787155253
35753,2319.521944636762
1205,4966.535574759682
7860,20038.259337606545
25283,4829.636582081961
32784,6524.482571830967
2557,6011.812865974247
30243,3316.1857692235444
929,11713.222742234551
5485,10855.475701972764
36165,4874.587503423328
22034,6328.183917471173
32788,5413.593034436624
9670,5672.716492109363
37903,7572.17338755531
13429,12481.163227242365
6140,14881.924824935008
16840,10417.532135914247
1928,4245.326436200536
32499,9311.648664536384
22411,6095.52019851723
40866,5983.758678923671
43207,4317.914453645175
13841,3823.6650400635426
2107,10293.528066504728
10846,4981.008694770578
46376,10418.520829459569
37752,2547.019961357459
24689,14560.497440263232
41528,7592.001104346754
45974,4943.892010217737
26217,7807.359071952422
43902,3220.7578276809827
22514,17898.372500339996
46405,5774.50379437984
22574,9718.95795434068
17984,4811.802076141733
19166,6147.831067852096
43818,2674.2091050184713
14104,4225.775516605835
29188,6112.455334872399
30837,2632.825754779561
45301,2488.4821266685294
29839,5135.540852495858
10869,9531.54546693399
41340,4803.785297071736
2723,3176.661737436455
35735,4237.990212813661
738,11483.77869780093
4733,24736.907172452353
11206,4860.400250847419
2874,4653.068737749631
37931,5138.112105034837
23305,6265.763260179921
10401,2807.316547016445
15134,20641.391873577442
917,14118.925286413458
46235,9920.781152682808
38511,6861.334205587038
42825,2647.648918413316
36519,5721.311675349503
42640,2795.24329421615
23371,11631.718866108447
11742,4276.204148397165
19919,4571.1026407230975
33367,6261.838293371076
35666,12402.268505066051
24234,2187.5738912011866
22964,3534.440618554158
39965,6881.712531983915
8351,6844.20690147327
44745,3982.436111698725
16874,3320.369481717028
12492,7886.535317518086
23121,3707.8046007740786
13171,12653.030248492516
32248,3616.2437455544173
43721,13831.978696344324
37285,4253.745454361566
36884,3398.651371846524
12704,6317.600209000925
40121,5580.103809190354
22387,5000.381467852123
46839,7724.620394276512
44421,13657.13061352543
17295,3311.066270618335
28415,1901.6344711506754
6317,7883.126771219335
